Obs,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END
291,14:01:05,2025-08-28,Manual gsw+F,LI-COR Default,,291,,,0.00711,2.924596,0.007093,0.338346,0.669134,0.661529,4.392218,3.723084,8.209666,8.304047,54.508057,0.441786,7.5,PSF-00232_20250828140105_a5d,0,0,0,72.313431,115.70163,0.375001,0.5,0.8,78.662102,1,15.01,14.83,30.8,30.53,30.53,80.58,157.1,122.1,22.3,524,3.706,13:59:37,2025-08-28,0.27,1,0.001,0.001,0.009,0.018,-0.08,-0.072,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,111.403229,25,-2.941903,110.579971,111.486153,-0.906181,2.42778,2.43585,1.646365,0.846502,0.216744,-0.003666,0.586257,0.544258,72.414635,0.000628,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140105_a5d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
292,14:01:34,2025-08-28,Manual gsw+F,LI-COR Default,,292,,,0.00723,2.922608,0.007212,0.309973,0.766581,0.759611,4.124864,3.358283,9.426057,9.512553,51.185703,0.441786,7.5,PSF-00232_20250828140134_495,0,0,0,139.149429,333.691986,0.583,0.5,0.8,43.649147,1,17.17,17.01,30.82,29.44,29.44,80.59,156.8,151.8,3.2,187,3.706,13:59:37,2025-08-28,0.27,1,0.001,0,0.007,-0.216,-0.152,1.875,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,321.588287,25,-8.687865,317.888977,321.243073,-3.354095,2.431487,2.439561,1.644266,0.917446,0.216549,-0.017205,0.586648,0.263113,139.149429,0.000634,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140134_495,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
293,14:02:06,2025-08-28,Manual gsw+F,LI-COR Default,,293,,,0.002318,2.923758,0.002316,0.108326,0.671333,0.668897,4.323431,3.652098,8.300462,8.330698,53.650238,0.441786,7.5,PSF-00232_20250828140206_cd9,0,0,0,92.412476,172.956985,0.465691,0.5,0.8,33.919132,1,15.04,14.98,30.82,30.26,30.26,80.59,157,153.1,2.4,182,3.703,13:59:37,2025-08-28,0.27,1,0,0,-0.006,0.015,0.051,5.541,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,165.449387,25,-5.278014,164.880753,165.394073,-0.513321,2.428032,2.435903,1.645478,0.92076,0.216569,-0.007277,0.58695,0.258874,92.422844,0.000629,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140206_cd9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
294,14:05:11,2025-08-28,Manual gsw+F,LI-COR Default,,294,,,0.080288,2.923733,0.078142,3.12714,0.665594,0.595267,3.800241,3.134647,7.38889,8.261828,47.171337,0.441786,7.5,PSF-00232_20250828140511_55a,0,0,0,149.75882,448.284271,0.665929,0.5,0.8,47.917034,1,15.17,13.57,30.52,28.02,28.02,80.56,157,25.7,83.6,180,3.702,13:59:37,2025-08-28,0.27,1,0.001,0.003,0.004,-0.457,-0.126,-1.892,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,436.883209,25,-7.748342,434.92984,437.18161,-2.25177,2.425599,2.436158,1.645452,0.647812,0.219158,-0.030394,0.585204,0.257038,149.75882,0.00064,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140511_55a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
295,14:05:28,2025-08-28,Manual gsw+F,LI-COR Default,,295,,,0.071858,2.922532,0.070134,2.730807,0.621914,0.560409,3.675131,3.053216,6.956179,7.719625,45.618237,0.441786,7.5,PSF-00232_20250828140528_fdc,0,0,0,95.29567,286.3909,0.667253,0.5,0.8,58.176411,1,14.22,12.82,30.45,27.45,27.45,80.56,156.8,10.6,93.2,218,3.675,13:59:37,2025-08-28,0.27,1,0,0.001,0.008,-2.581,-2.979,-1.303,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,286.3909,25,0.941337,298.209778,287.739746,10.470032,2.424289,2.434517,1.644186,0.620488,0.219708,-0.0364,0.585148,0.288786,95.29567,0.000631,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140528_fdc,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
296,14:05:34,2025-08-28,Manual gsw+F,LI-COR Default,,296,,,0.01256,2.923436,0.012507,0.279726,0.566842,0.560542,2.336177,1.769335,6.958154,7.036355,28.999575,0.441786,7.5,PSF-00232_20250828140534_02e,0,0,0,1.469135,1.574278,0.066788,0.5,0.8,5.971101,1,12.98,12.84,30.43,19.93,19.93,80.56,156.9,-9.7,106.2,224,3.675,13:59:37,2025-08-28,0.27,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,1.574278,25,-0.005186,1.54388,1.566846,-0.022967,2.424331,2.432327,1.645138,0.584945,0.21994,-0.121529,0.585037,0.293405,1.469135,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140534_02e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
297,14:05:50,2025-08-28,Manual gsw+F,LI-COR Default,,297,,,0.016329,2.92318,0.016238,0.637022,0.588179,0.573834,3.664994,3.076816,7.12348,7.301554,45.496655,0.441786,7.5,PSF-00232_20250828140550_913,0,0,0,137.320526,409.490814,0.664655,0.5,0.8,48.336117,1,13.52,13.19,30.36,27.4,27.4,80.56,156.9,150.9,3.8,182,3.699,13:59:37,2025-08-28,0.27,1,0.003,0.002,-0.001,2.123,2.933,17.623,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,404.66629,25,-2.843961,404.786469,405.41568,-0.629211,2.424954,2.433284,1.644869,0.915225,0.220467,-0.03589,0.584699,0.25864,137.320526,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140550_913,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
298,14:06:10,2025-08-28,Manual gsw+F,LI-COR Default,,298,,,0.012323,2.923906,0.012271,0.510217,0.629481,0.618004,3.884999,3.255518,7.671803,7.814274,48.227753,0.441786,7.5,PSF-00232_20250828140610_445,0,0,0,135.777359,358.352539,0.621107,0.5,0.8,36.305412,1,14.54,14.27,30.29,28.4,28.4,80.56,157,150,4.4,146,3.7,13:59:37,2025-08-28,0.27,1,0,0,0.013,-1.354,-5.273,-7.421,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,351.822845,25,-4.414669,350.834717,352.026733,-1.192017,2.426849,2.435076,1.645635,0.91308,0.221154,-0.023077,0.584444,0.228897,135.777359,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140610_445,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
299,14:06:56,2025-08-28,Manual gsw+F,LI-COR Default,,299,,,0.008495,2.92314,0.008471,0.334369,0.597744,0.590215,3.692887,3.095142,7.32677,7.420232,45.842476,0.441786,7.5,PSF-00232_20250828140656_29f,0,0,0,95.925453,357.040375,0.731332,0.5,0.8,52.681831,1,13.94,13.77,30.11,27.53,27.53,80.56,156.9,150.3,4.2,180,3.7,13:59:37,2025-08-28,0.27,1,0.004,0.003,0.004,-0.041,-0.049,-0.677,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,349.638092,25,-4.962421,349.967834,349.929688,0.038147,2.425989,2.434053,1.644826,0.91369,0.222706,-0.03124,0.583879,0.257206,95.925453,0.000637,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140656_29f,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
300,14:07:31,2025-08-28,Manual gsw+F,LI-COR Default,,300,,,0.00502,2.923192,0.005011,0.21686,0.600625,0.595742,3.987374,3.386749,7.395218,7.45583,49.497089,0.441786,7.5,PSF-00232_20250828140731_bd7,0,0,0,97.257614,210.589172,0.538164,0.5,0.8,38.659061,1,14.1,13.99,30,28.85,28.85,80.56,156.9,147.5,6,180,3.699,13:59:37,2025-08-28,0.27,1,0.001,0,0.001,-0.718,1.74,-5.047,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,210.589172,25,-0.631185,203.116898,209.684738,-6.567841,2.42638,2.434339,1.644881,0.906795,0.223684,-0.014201,0.583813,0.256788,97.257614,0.00065,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140731_bd7,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
301,14:07:59,2025-08-28,Manual gsw+F,LI-COR Default,,301,,,-0.001946,2.923389,-0.001947,-0.079783,0.628313,0.630109,3.837826,3.209512,7.821391,7.799103,47.63802,0.441786,7.5,PSF-00232_20250828140759_ad0,0,0,0,54.0812,112.719475,0.520214,0.5,0.8,18.979244,1,14.81,14.85,29.92,28.19,28.19,80.56,156.9,153.2,2.4,91,3.665,13:59:37,2025-08-28,0.27,1,-0.003,-0.003,-0.002,-0.112,0.367,4.278,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,110.283852,25,-1.61061,113.883736,110.411613,3.472122,2.427894,2.435591,1.645089,0.92081,0.22432,-0.02119,0.584112,0.183109,50.809978,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140759_ad0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
302,14:08:24,2025-08-28,Manual gsw+F,LI-COR Default,,302,,,0.006098,2.923393,0.006085,0.260629,0.591984,0.586116,3.945068,3.353085,7.275949,7.34879,48.97345,0.441786,7.5,PSF-00232_20250828140824_591,0,0,0,144.262787,365.288696,0.605072,0.5,0.8,194.94812,1,14,13.86,29.87,28.67,28.67,80.56,156.9,152.4,2.8,805,3.698,13:59:37,2025-08-28,0.27,1,-0.002,-0.002,0.005,-8.775,11.982,56.162,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,328.151459,25,-27.030323,315.978882,326.556702,-10.57782,2.426178,2.434178,1.645093,0.919019,0.224842,-0.014812,0.584337,0.778572,144.262787,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140824_591,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
303,14:09:01,2025-08-28,Manual gsw+F,LI-COR Default,,303,,,0.000538,2.922897,0.000538,0.023149,0.616554,0.616033,3.986113,3.369559,7.646838,7.653308,49.479748,0.441786,7.5,PSF-00232_20250828140901_e13,0,0,0,108.168839,161.41214,0.329859,0.5,0.8,76.54335,1,14.62,14.61,29.82,28.85,28.85,80.56,156.8,147.9,5.7,580,3.697,13:59:37,2025-08-28,0.27,1,0.001,0.001,0.003,6.674,-29.938,-24.455,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,148.70668,25,-11.169076,147.104858,145.407867,1.696991,2.427476,2.435265,1.64457,0.907784,0.22522,-0.012156,0.584557,0.590701,108.168839,0.000647,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140901_e13,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
304,14:09:30,2025-08-28,Manual gsw+F,LI-COR Default,,304,,,-0.027474,2.923591,-0.027735,-0.856737,0.527611,0.546913,2.96216,2.434549,6.789032,6.549435,36.770412,0.441786,7.5,PSF-00232_20250828140930_75c,0,0,0,1.418352,1.530647,0.073364,0.5,0.8,54.436523,1,12.51,12.97,29.82,23.82,23.82,80.56,156.9,-9.9,106.3,1855,3.697,13:59:37,2025-08-28,0.27,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,1.530647,25,0.004279,1.52564,1.536779,-0.011139,2.424615,2.431535,1.645303,0.584563,0.225268,-0.070791,0.584472,1.653531,1.418352,0.000621,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140930_75c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
305,14:09:50,2025-08-28,Manual gsw+F,LI-COR Default,,305,,,0.021855,2.922236,0.021693,1.055721,0.573643,0.549852,4.372842,3.799199,6.827179,7.122572,54.294888,0.441786,7.5,PSF-00232_20250828140950_6b5,0,0,0,116.851685,150.725128,0.224737,0.5,0.8,112.654663,1,13.59,13.03,29.84,30.45,30.45,80.54,156.8,152.8,2.5,1253,3.694,13:59:37,2025-08-28,0.27,1,0,0,0.01,6.361,3.695,27.912,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,150.725128,25,13.806269,146.784073,170.508255,-23.724182,2.424708,2.43345,1.643875,0.919966,0.225076,0.00711,0.584871,1.151815,116.851685,0.000629,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828140950_6b5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
306,14:10:23,2025-08-28,Manual gsw+F,LI-COR Default,,306,,,0.002266,2.923106,0.002264,0.110393,0.629532,0.627047,4.433517,3.803985,7.784814,7.81566,55.042267,0.441786,7.5,PSF-00232_20250828141023_95c,0,0,0,127.827644,149.596832,0.145519,0.5,0.8,81.813065,1,14.85,14.79,29.91,30.7,30.7,80.55,156.9,149.6,4.7,1406,3.695,14:10:09,2025-08-28,0.23,1,-0.003,0.001,0.006,-1.668,-3.633,-9.65,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,146.201141,25,-2.210962,145.486954,146.428726,-0.941772,2.427793,2.43574,1.644791,0.911912,0.224457,0.009205,0.586247,1.278827,127.827644,0.000614,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141023_95c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
307,14:10:49,2025-08-28,Manual gsw+F,LI-COR Default,,307,,,0.015948,2.922853,0.015862,0.738643,0.559979,0.54334,4.199393,3.639414,6.746734,6.953341,52.144505,0.441786,7.5,PSF-00232_20250828141049_1b5,0,0,0,181.985016,268.079407,0.321153,0.5,0.8,135.710052,1,13.16,12.77,29.97,29.75,29.75,80.53,156.8,150.8,3.9,1056,3.664,14:10:09,2025-08-28,0.23,1,0,0,0.013,-10.495,-14.187,67.64,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,243.328934,25,-21.512896,228.141907,237.253387,-9.111481,2.424248,2.432757,1.644525,0.914905,0.223881,-0.003115,0.587394,0.987785,181.985016,0.000625,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141049_1b5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
308,14:11:10,2025-08-28,Manual gsw+F,LI-COR Default,,308,,,0.01344,2.924057,0.013379,0.690794,0.711381,0.695858,4.730859,4.019478,8.637117,8.829792,58.720295,0.441786,7.5,PSF-00232_20250828141110_439,0,0,0,69.639442,78.469109,0.112524,0.5,0.8,76.25399,1,16.67,16.31,30.02,31.84,31.84,80.57,157,129.4,17.6,1694,3.693,14:10:09,2025-08-28,0.23,1,0.001,0.004,0.006,-1.732,-2.507,-3.623,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,77.807663,25,-0.312872,77.865959,78.02079,-0.154831,2.430382,2.438873,1.645794,0.863459,0.22345,0.021874,0.588369,1.51945,69.639442,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141110_439,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
309,14:11:39,2025-08-28,Manual gsw+F,LI-COR Default,,309,,,0.004571,2.923083,0.004564,0.239293,0.679401,0.674017,4.761004,4.081604,8.365818,8.43264,59.092995,0.441786,7.5,PSF-00232_20250828141139_bb0,0,0,0,82.351326,101.607796,0.189518,0.5,0.8,80.367874,1,15.83,15.7,30.13,31.95,31.95,80.57,156.9,144.5,7.9,1060,3.692,14:10:09,2025-08-28,0.23,1,0,0.001,0.008,0.348,0.345,-0.21,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,99.530342,25,-1.473672,99.168777,99.496155,-0.327377,2.429331,2.437406,1.644766,0.899593,0.222499,0.021939,0.589854,0.990898,81.792358,0.000617,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141139_bb0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
310,14:11:57,2025-08-28,Manual gsw+F,LI-COR Default,,310,,,0.007554,2.923243,0.007535,0.400076,0.702254,0.693257,4.833325,4.131071,8.604404,8.716078,59.989143,0.441786,7.5,PSF-00232_20250828141157_1a4,0,0,0,79.035042,90.558586,0.12725,0.5,0.8,65.472458,1,16.29,16.08,30.21,32.21,32.21,80.57,156.9,-8,105.1,1286,3.694,14:10:09,2025-08-28,0.23,1,-0.004,-0.008,0.003,-1.809,-5.266,-17.75,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,88.487152,25,-1.662756,87.530495,88.17601,-0.645515,2.429973,2.438196,1.644935,0.587801,0.221853,0.02435,0.59091,1.179421,79.035042,0.000625,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141157_1a4,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
311,14:12:21,2025-08-28,Manual gsw+F,LI-COR Default,,311,,,0.012117,2.923775,0.012067,0.682749,0.711368,0.696024,5.104553,4.393185,8.64017,8.830644,63.365929,0.441786,7.5,PSF-00232_20250828141221_17a,0,0,0,120.262024,138.115341,0.129264,0.5,0.8,86.674225,1,16.4,16.05,30.31,33.18,33.18,80.56,157,152.1,3.1,1676,3.694,14:10:09,2025-08-28,0.23,1,0.002,0.001,-0.006,-0.539,-1.147,-3.855,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,136.388901,25,-1.15808,136.331314,136.455917,-0.124603,2.429906,2.438377,1.645497,0.918187,0.220932,0.035203,0.592168,1.504557,120.262024,0.000618,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141221_17a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
312,14:12:45,2025-08-28,Manual gsw+F,LI-COR Default,,312,,,0.005545,2.923892,0.005535,0.298694,0.568606,0.561882,4.772065,4.203458,6.974921,7.058392,59.237991,0.441786,7.5,PSF-00232_20250828141245_c27,0,0,0,65.018173,77.148102,0.157229,0.5,0.8,99.674759,1,13.03,12.88,30.42,31.99,31.99,80.56,157,150.3,4.3,1585,3.692,14:10:09,2025-08-28,0.23,1,-0.002,-0.001,0.003,-0.291,-0.763,-1.575,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,75.454475,25,-1.153999,75.261711,75.49453,-0.232819,2.424398,2.432487,1.645621,0.913658,0.220021,0.018957,0.592815,1.428326,65.518501,0.000601,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141245_c27,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
313,14:13:10,2025-08-28,Manual gsw+F,LI-COR Default,,313,,,0.000346,2.92254,0.000346,0.019341,0.599284,0.598848,4.951128,4.351844,7.433012,7.438421,61.454311,0.441786,7.5,PSF-00232_20250828141310_c0e,0,0,0,62.777637,78.486938,0.200152,0.5,0.8,102.837143,1,13.65,13.64,30.52,32.64,32.64,80.57,156.8,151.7,3.3,1284,3.692,14:10:09,2025-08-28,0.23,1,0,-0.001,-0.002,-2.608,-2.029,-1.619,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,76.719406,25,-0.994842,78.583359,77.061417,1.521942,2.425737,2.433582,1.644194,0.917084,0.219131,0.025825,0.593643,1.177912,62.777637,0.000635,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141310_c0e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
314,14:13:44,2025-08-28,Manual gsw+F,LI-COR Default,,314,,,-0.001137,2.923412,-0.001138,-0.065729,0.658132,0.65961,5.144947,4.486815,8.187053,8.168698,63.858837,0.441786,7.5,PSF-00232_20250828141344_e44,0,0,0,62.139275,65.630295,0.053192,0.5,0.8,33.18095,1,14.87,14.9,30.66,33.32,33.32,80.57,156.9,150.1,4.3,1559,3.691,14:10:09,2025-08-28,0.23,1,0.001,0.003,-0.001,0.144,0.264,-0.441,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,65.459488,25,-0.113813,65.485596,65.467209,0.018387,2.427913,2.435703,1.645113,0.91334,0.217886,0.032625,0.595026,1.407166,62.139275,0.000618,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141344_e44,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
315,14:14:10,2025-08-28,Manual gsw+F,LI-COR Default,,315,,,0.004129,2.923095,0.004123,0.24219,0.574095,0.568639,5.138607,4.564512,7.05836,7.126079,63.7841,0.441786,7.5,PSF-00232_20250828141410_34e,0,0,0,105.563881,105.753067,0.001789,0.5,0.8,1.092808,1,12.88,12.75,30.8,33.3,33.3,80.56,156.9,153,2.5,1527,3.688,14:10:09,2025-08-28,0.23,1,0,-0.001,-0.001,5.55,6.645,6.423,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,105.753067,25,9.300913,109.634758,119.080429,-9.445671,2.424146,2.432178,1.644779,0.920462,0.216758,0.030717,0.595921,1.380229,105.563881,0.00061,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141410_34e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
316,14:14:29,2025-08-28,Manual gsw+F,LI-COR Default,,316,,,0.002778,2.921868,0.002775,0.148098,0.575939,0.572599,4.733809,4.157871,7.106518,7.147967,58.751259,0.441786,7.5,PSF-00232_20250828141429_b36,0,0,0,111.08136,121.605278,0.086542,0.5,0.8,37.719196,1,12.85,12.77,30.89,31.85,31.85,80.57,156.7,151.7,3.2,1090,3.691,14:10:09,2025-08-28,0.23,1,0,0.001,0.003,-3.684,-2.301,6.218,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,121.605278,25,0.934988,130.616074,122.94503,7.671043,2.424178,2.432125,1.643487,0.917105,0.21598,0.0114,0.596489,1.01546,111.08136,0.000623,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828141429_b36,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
